 project_id,latitude,longitude,ecosystem,Habitat,n,Realm ,Biome,Functional group,Small_sample_site
mgp19372,53.49,1.31,Human host,human_associated_biofilm,21,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp19606,53.49,1.31,Human host,human_associated_biofilm,15,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp19774,53.49,1.31,Human host,human_associated_biofilm,17,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp19789,53.49,1.31,Human host,human_associated_biofilm,23,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp81184,53.49,1.31,Human host,human_associated_biofilm,22,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp81185,53.49,1.31,Human host,human_associated_biofilm,3,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp82218,-40.35,175.61,Human host,human_feces,112,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp5298,-37.79,144.95,Human host,human_feces,29,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp5298,-19.9,134.21,Human host,human_feces,38,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp7563,26.82,30.8,Human host,human_feces,6,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp10563,32.88,-117.24,Human host,human_feces,10,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp13354,32.88,-117.24,Human host,human_feces,7,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp10451,40.71,-74.01,Human host,human_feces,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp108,41.79,-87.6,Human host,human_feces,4,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp567,42.3,-71.1,Human host,human_feces,18,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp2558,44.49,11.34,Human host,human_feces,9,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp14192,46.19,6.13,Human host,human_feces,30,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp13643,48.86,2.35,Human host,human_feces,48,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp2851,52.08,5.13,Human host,human_feces,5,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp13068,55.7,13.19,Human host,human_feces,80,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp19802,59.67,10.77,Human host,human_feces,17,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp16084,-33.95,151.24,Human host,human-gut,44,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp81127,0,0,Human host,human-gut,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp5712,3.12,101.65,Human host,human-gut,4,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp32,32.77,-117.07,Human host,human-gut,2,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp13223,32.88,-117.24,Human host,human-gut,5,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp11446,34.08,-118.38,Human host,human-gut,12,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp4720,35.49,139.68,Human host,human-gut,2,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp4778,35.49,139.68,Human host,human-gut,13,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp29,35.71,139.76,Human host,human-gut,12,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp4149,37.42,-122.17,Human host,human-gut,24,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp8629,38.54,-121.74,Human host,human-gut,6,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp11191,39.29,-76.61,Human host,human-gut,10,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp11446,41.87,-87.67,Human host,human-gut,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp81456,42.28,-83.74,Human host,human-gut,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp81508,42.28,-83.74,Human host,human-gut,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp17406,46.47,13.72,Human host,human-gut,18,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp13095,49.5,6.2,Human host,human-gut,36,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp265,60.45,22.26,Human host,human-gut,19,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp14701,74.7,-94.84,Human host,human-gut,2,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp81106,74.7,-94.84,Human host,human-gut,12,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp5621,41.9,87.6,Human host,human-skin,92,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp4,9.84,-104.28,Saline water,hydrothermal_vent,2,Marine,Deep sea floors,,water
mgp14430,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp14449,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp14450,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15361,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15393,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15395,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15396,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15397,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15398,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15399,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp15400,24.83,121.96,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp19574,24.83,121.96,Saline water,hydrothermal_vent,3,Marine,Deep sea floors,,water
mgp20053,36.23,-33.9,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp20053,37.84,-31.52,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp274,47.95,-129.1,Saline water,hydrothermal_vent,1,Marine,Deep sea floors,,water
mgp7207,47.95,-129.1,Saline water,hydrothermal_vent,2,Marine,Deep sea floors,,water
mgp10814,31.85,29.98,Saline water,hypersaline_water,7,Marine,Pelagic ocean waters,,water
mgp10823,31.85,29.98,Saline water,hypersaline_water,7,Marine,Pelagic ocean waters,,water
mgp9894,31.85,29.98,Saline water,hypersaline_water,2,Marine,Pelagic ocean waters,,water
mgp79605,43.29,-73.6,Groundwater,karst-porous,16,Subterranean-Freshwater,Subterranean-Freshwater ,,water
mgp12582,64.84,-147.71,Groundwater,karst-porous,13,Subterranean-Freshwater,Subterranean-Freshwater ,,water
mgp12599,64.84,-147.71,Groundwater,karst-porous,13,Subterranean-Freshwater,Subterranean-Freshwater ,,water
mgp13192,-24.54,-68.21,Freshwater,lake,1,Freshwater,Lakes,,water
mgp81121,5.58,101.35,Freshwater,lake,1,Freshwater,Lakes,,water
mgp19525,13.03,53.15,Freshwater,lake,14,Freshwater,Lakes,,water
mgp12701,22.57,88.36,Freshwater,lake,1,Freshwater,Lakes,,water
mgp1207,31.26,120.12,Freshwater,lake,1,Freshwater,Lakes,,water
mgp50938004,32.05,118.72,Freshwater,lake,5,Freshwater,Lakes,,water
mgp17799,32.1,118.11,Freshwater,lake,1,Freshwater,Lakes,,water
mgp17799,32.2,118.12,Freshwater,lake,1,Freshwater,Lakes,,water
mgp17799,32.3,118.13,Freshwater,lake,1,Freshwater,Lakes,,water
mgp17799,32.4,118.14,Freshwater,lake,1,Freshwater,Lakes,,water
mgp11108,32.5,-117,Freshwater,lake,2,Freshwater,Lakes,,water
mgp17799,32.5,118.15,Freshwater,lake,1,Freshwater,Lakes,,water
mgp17799,32.6,118.16,Freshwater,lake,1,Freshwater,Lakes,,water
mgp17799,32.7,118.17,Freshwater,lake,1,Freshwater,Lakes,,water
mgp11108,32.78,-117.07,Freshwater,lake,3,Freshwater,Lakes,,water
mgp16685,34.19,49.84,Freshwater,lake,2,Freshwater,Lakes,,water
mgp16685,34.2,49.83,Freshwater,lake,1,Freshwater,Lakes,,water
mgp1207,40.53,-84.5,Freshwater,lake,1,Freshwater,Lakes,,water
mgp11920,40.68,80.1,Freshwater,lake,3,Freshwater,Lakes,,water
mgp715,42.15,-8.01,Freshwater,lake,1,Freshwater,Lakes,,water
mgp18667,46.25,6.28,Freshwater,lake,2,Freshwater,Lakes,,water
mgp19167,46.25,6.28,Freshwater,lake,2,Freshwater,Lakes,,water
mgp19169,46.25,6.28,Freshwater,lake,1,Freshwater,Lakes,,water
mgp19395,46.25,6.28,Freshwater,lake,1,Freshwater,Lakes,,water
mgp19396,46.25,6.28,Freshwater,lake,2,Freshwater,Lakes,,water
mgp19757,46.25,6.28,Freshwater,lake,1,Freshwater,Lakes,,water
mgp11394,47.36,8.67,Freshwater,lake,3,Freshwater,Lakes,,water
mgp11108,54.33,10.33,Freshwater,lake,3,Freshwater,Lakes,,water
mgp11162,54.62,-6.4,Freshwater,lake,1,Freshwater,Lakes,,water
mgp20506,55.23,-77.7,Freshwater,lake,1,Freshwater,Lakes,,water
mgp20575,55.23,-77.7,Freshwater,lake,1,Freshwater,Lakes,,water
mgp83933,55.72,49.15,Freshwater,lake,1,Freshwater,Lakes,,water
mgp83956,55.72,49.15,Freshwater,lake,1,Freshwater,Lakes,,water
mgp83956,55.74,49.15,Freshwater,lake,1,Freshwater,Lakes,,water
mgp20506,56.61,-76.22,Freshwater,lake,1,Freshwater,Lakes,,water
mgp18323,17.6,-78.59,Sediment,lake_sediment,2,Freshwater,Lakes,,water
mgp18323,17.69,-78.45,Sediment,lake_sediment,4,Freshwater,Lakes,,water
mgp7096,19.53,-101.25,Sediment,lake_sediment,2,Freshwater,Lakes,,water
mgp14860,37.69,20.83,Sediment,lake_sediment,1,Freshwater,Lakes,,water
mgp14655,43.05,-75.97,Sediment,lake_sediment,1,Freshwater,Lakes,,water
mgp11828,53.17,13.03,Sediment,lake_sediment,1,Freshwater,Lakes,,water
mgp2336,54.35,-2.98,Sediment,lake_sediment,1,Freshwater,Lakes,,water
mgp317,32.72,-117.16,Human host,lung,29,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp31,32.88,-117.11,Human host,lung,2,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp31,32.88,117.11,Human host,lung,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp7381,51.61,-3.98,Human host,lung,29,Terrestrial,Intensive land use,Urban and industrial ecosystems,water
mgp13300,-25.08,-47.96,Sediment,mangrove_sediment,7,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp134,-25.08,-47.95,Sediment,mangrove_sediment,1,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp134,-25.08,-45.25,Sediment,mangrove_sediment,1,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp134,-23.9,-46.21,Sediment,mangrove_sediment,1,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp13300,-23.9,-46.06,Sediment,mangrove_sediment,9,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp13300,-23.9,-45.25,Sediment,mangrove_sediment,7,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp134,-23.9,-45.25,Sediment,mangrove_sediment,1,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp6544,-23.17,-44.28,Sediment,mangrove_sediment,2,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp6544,-16.59,-39.09,Sediment,mangrove_sediment,2,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp11628,4.84,100.64,Sediment,mangrove_sediment,2,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp13099,4.84,100.64,Sediment,mangrove_sediment,2,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp2563,22.5,39.19,Sediment,mangrove_sediment,1,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp2563,22.51,39.19,Sediment,mangrove_sediment,1,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp5849,52.36,13.31,Sediment,mangrove_sediment,6,Marine-Freshwater-Terrestrial,Brackish tidal,Intertidal forests and woodlands,water
mgp1992,33.74,-117.7,Soil,meadow_soil,31,Terrestrial,Savannas and grasslands,,water
mgp3520,33.74,-117.7,Soil,meadow_soil,46,Terrestrial,Savannas and grasslands,,water
mgp4745,42.44,-85.38,Soil,meadow_soil,8,Terrestrial,Savannas and grasslands,,water
mgp1402,45.05,6.38,Soil,meadow_soil,2,Terrestrial,Savannas and grasslands,,water
mgp4745,45.4,-93.27,Soil,meadow_soil,8,Terrestrial,Savannas and grasslands,,water
PRJNA265029,-26.42,27.43,Groundwater,mine,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,biofilm
PRJEB22782,63.66,26.05,Groundwater,mine,2,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,biofilm
mgp20413,-60.23,-60.65,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,biofilm
mgp20413,-47.19,-58.29,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,biofilm
mgp20413,-32.24,17.71,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-31.03,4.66,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-30.14,-43.29,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-29.72,-101.16,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp2518,-23,-42.02,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp2518,-23,-42.01,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-22.34,40.34,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-21.15,-104.79,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-20.94,-35.18,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-20.41,-3.18,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp7255,-12.49,-5,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-9.15,-140.52,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-8.78,-17.91,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,-5.25,-85.15,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,0,-153.68,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,0,71.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp3395,0.93,-29.37,Saline water,oceanic_seawater,20,Marine,Pelagic ocean waters,,sediment
mgp5474,2.56,104.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5474,3.56,105.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5474,4.56,106.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5474,5.56,107.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,6,73.9,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,6.33,-102.94,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5474,6.56,108.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5471,7.56,109.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5471,8.56,110.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5471,9.56,111.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5471,10.56,112.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5471,11.56,113.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp48,12.28,-56.12,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp5471,12.56,114.64,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp48,15.04,-31.96,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,18.4,39.88,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp20413,20.82,63.5,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp20413,21.95,38.25,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp18765,22.77,-157.9,Saline water,oceanic_seawater,4,Marine,Pelagic ocean waters,,sediment
mgp20413,23.36,37.22,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp17602,23.78,09.09,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp2955,24.3,121.95,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp5464,25.27,-134.89,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,27.16,34.84,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp27,31.18,-64.32,Saline water,oceanic_seawater,3,Marine,Pelagic ocean waters,,sediment
mgp20413,31.52,-159,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp1167,32.17,-64.5,Saline water,oceanic_seawater,14,Marine,Pelagic ocean waters,,sediment
mgp7,32.17,-64.5,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp27,32.17,-64.01,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp35,32.87,-117.25,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp13703,33.55,-118.4,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp19164,34.25,-119.91,Saline water,oceanic_seawater,19,Marine,Pelagic ocean waters,,sediment
mgp20413,34.67,-71.31,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp2518,34.8,-126,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp9515,35.46,-124.11,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,35.76,14.26,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp2518,36.05,-123.5,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp2518,36.45,-122,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,36.55,-6.57,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp20413,39.39,19.39,Saline water,oceanic_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp20413,42.2,17.72,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp18165,42.49,3.14,Saline water,oceanic_seawater,31,Marine,Pelagic ocean waters,,sediment
mgp18455,45.7,13.71,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp7,49.7,124.35,Saline water,oceanic_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp3940,-35.03,138.57,Soil,park_soil,7,Terrestrial,Intensive land use ,Urban and industrial ecosystems,sediment
mgp8020,-35.03,138.57,Soil,park_soil,9,Terrestrial,Intensive land use ,Urban and industrial ecosystems,sediment
mgp3940,-35.02,138.52,Soil,park_soil,1,Terrestrial,Intensive land use ,Urban and industrial ecosystems,sediment
mgp3940,-35.02,138.54,Soil,park_soil,7,Terrestrial,Intensive land use ,Urban and industrial ecosystems,sediment
mgp8020,-35.02,138.54,Soil,park_soil,9,Terrestrial,Intensive land use ,Urban and industrial ecosystems,sediment
mgp81386,-35.74,-58.06,Soil,pasture_soil,12,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp13948,28.04,-81.39,Soil,pasture_soil,7,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp13948,28.05,-81.39,Soil,pasture_soil,1,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp13948,28.07,-81.43,Soil,pasture_soil,6,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp13948,28.07,-81.42,Soil,pasture_soil,1,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp7792,51.04,-2.11,Soil,pasture_soil,9,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp14992,-4.07,53.14,Soil,peat_soil,47,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp11381,68.48,-155.75,Soil,peat_soil,7,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp11381,70.47,-157.4,Soil,peat_soil,8,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp4192,80.59,13.61,Soil,peat_soil,2,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp4192,80.61,13.48,Soil,peat_soil,3,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp11953,64.68,-157.83,Soil,permafrost,12,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp11991,68.63,161.36,Soil,permafrost,1,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp7176,68.63,161.36,Soil,permafrost,2,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp11991,68.72,158.9,Soil,permafrost,1,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp21008,78.54,12.05,Soil,permafrost,1,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp21008,78.54,12.06,Soil,permafrost,1,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp21008,78.55,12.05,Soil,permafrost,1,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp252,79.42,-90.76,Soil,permafrost,1,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp252,79.42,90.76,Soil,permafrost,13,Terrestrial,Polar/alpine (cryogenic) ,Polar tundra and deserts,sediment
mgp3731,-10.17,62.82,Soil,plain_soil,2,Terrestrial,Tropical-subtropical forests ,Tropicalsubtropical lowland rainforests,sediment
mgp3731,10.17,62.82,Soil,plain_soil,81,Terrestrial,Tropical-subtropical forests ,Tropicalsubtropical lowland rainforests,sediment
mgp16528,6.92,80.77,Plant host,plant-associated,1,Terrestrial,Tropical-subtropical forests ,Tropical/subtropical montane rainforests,sediment
mgp2766,14.14,121.26,Plant host,plant-associated,2,Terrestrial,Intensive land use,Annual croplands,sediment
mgp18755,38.27,141.53,Plant host,plant-associated,2,Terrestrial ,Intensive land use,Annual croplands,sediment
mgp19354,38.91,139.9,Plant host,plant-associated,16,Terrestrial ,Intensive land use,Annual croplands,sediment
mgp2766,41.21,-4.55,Plant host,plant-associated,1,Terrestrial,Temperate-boreal forests and woodlands biome,Temperate pyric sclerophyll forests and woodlands,sediment
mgp17155,41.89,12.51,Plant host,plant-associated,4,Terrestrial,Temperate-boreal forests and woodlands biome,Deciduous temperate forests,sediment
mgp21536,43.58,4.37,Plant host,plant-associated,12,Terrestrial ,Intensive land use,Annual croplands,sediment
mgp21345,43.84,6.32,Plant host,plant-associated,4,Terrestrial,Shrublands and shrubby woodlands ,Seasonally dry temperate heath and shrublands,sediment
mgp21345,43.86,6.12,Plant host,plant-associated,1,Terrestrial,Intensive land use,Annual croplands,sediment
mgp21345,44.06,7.53,Plant host,plant-associated,7,Terrestrial,Temperate-boreal forests and woodlands,Deciduous temperate forests,sediment
mgp21345,44.22,7.47,Plant host,plant-associated,3,Terrestrial,Temperate-boreal forests and woodlands,Deciduous temperate forests,sediment
mgp2766,47.44,8.5,Plant host,plant-associated,1,Terrestrial,Intensive land use,Annual croplands,sediment
mgp2766,47.45,8.69,Plant host,plant-associated,1,Terrestrial,Intensive land use,Annual croplands,sediment
mgp21345,48.48,07.01,Plant host,plant-associated,1,Terrestrial,Temperate-boreal forests and woodlands,Deciduous temperate forests,sediment
mgp5802,29.58,34.97,Plant host,plant-associated_hypersaline_water,4,Terrestrial,Deserts and semi-deserts,Hyper-arid deserts,sediment
mgp5802,30.87,34.78,Plant host,plant-associated_hypersaline_water,4,Terrestrial,Deserts and semi-deserts,Hyper-arid deserts,sediment
mgp5802,30.94,35.37,Plant host,plant-associated_hypersaline_water,2,Terrestrial,Deserts and semi-deserts,Hyper-arid deserts,sediment
mgp5802,31.84,35.51,Plant host,plant-associated_hypersaline_water,3,Terrestrial,Deserts and semi-deserts,Hyper-arid deserts,sediment
mgp5802,32.56,34.91,Plant host,plant-associated_hypersaline_water,3,Marine-Terrestrial,Supralittoral coastal,Coastal shrublands and grasslands,sediment
mgp11518,-65.27,118.98,Saline water,polar_seawater,2,Marine,Pelagic ocean waters,,sediment
mgp7,70.69,-136.42,Saline water,polar_seawater,1,Marine,Pelagic ocean waters,,sediment
mgp6099,71.37,-156.7,Saline water,polar_seawater,4,Marine,Pelagic ocean waters,,sediment
mgp7,73.16,159.45,Saline water,polar_seawater,1,Marine,Pelagic ocean waters,,sediment
PRJNA342017,20,22,Groundwater,porous,1,Subterranean-Freshwater,Subterranean-Freshwater ,,sediment
PRJNA342017,21,21,Groundwater,porous,2,Subterranean-Freshwater,Subterranean-Freshwater ,,sediment
mgp119,39.54,-107.72,Groundwater,porous,9,Subterranean-Freshwater,Subterranean-Freshwater ,,sediment
PRJNA342017,40.06,-74.41,Groundwater,porous,1,Subterranean-Freshwater,Subterranean-Freshwater ,,sediment
PRJNA283788,46.37,-119.28,Groundwater,porous,1,Subterranean-Freshwater,Subterranean-Freshwater ,,sediment
PRJNA114691,2,2,Groundwater,porous_contaminated,3,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA405970,12,36,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA342017,20,22,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA342017,21,21,Groundwater,porous_contaminated,6,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJDB6771,34.41,135.31,Groundwater,porous_contaminated,5,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA258175,35.94,-84.34,Groundwater,porous_contaminated,3,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366140,36,-106.07,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366141,36,-106.07,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366142,36,-106.07,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366143,36,-106.07,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366144,36,-106.07,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
